Gammal kod	Gammalt namn	Ny kod	Nytt namn	Hel/Del	Datum ikraftträdande	Ändringstyp	Ändring
168313	Forsby	149613	Forsby	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168314	Sventorp	149614	Sventorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168315	Värsås	149615	Värsås	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168316	Locketorp	149616	Locketorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168317	Väring	149617	Väring	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168318	Horn	149618	Horn	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168319	Binneberg	149619	Binneberg	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168320	Frösve	149620	Frösve	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168321	Säter	149621	Säter	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168322	Berg	149622	Berg	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168323	Lerdala	149623	Lerdala	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168324	Timmersdala	149624	Timmersdala	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168325	Böja	149625	Böja	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168326	Flistad	149626	Flistad	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168327	Götlunda	149627	Götlunda	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168328	Vad	149628	Vad	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168329	Vreten	149629	Vreten	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168401	Hjo stadsförs.	168401	Hjo	Hel	1989-01-01	16	Utvidgas och namnändras
168401	Hjo	149701	Hjo	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168402	Hjo landsförs.	168401	Hjo	Hel	1989-01-01	10	Upphör; till befintlig
168403	Grevbäck	149703	Grevbäck	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168404	Mofalla	149704	Mofalla	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168405	Södra Fågelås	149705	Södra Fågelås	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168406	Norra Fågelås	149706	Norra Fågelås	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168407	Fridene	149707	Fridene	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168408	Korsberga	149708	Korsberga	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168500	Tidaholm	168501	Tidaholm	Hel	1967-01-01	23	Kodändrad; annat än 20-22
168501	Tidaholm	168501	Tidaholm	Hel	1992-01-01	15	Utvidgas
168501	Tidaholm	149801	Tidaholm	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168502	Härja	149802	Härja	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168503	Daretorp	149803	Daretorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168504	Velinga	149804	Velinga	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168505	Baltak	149805	Baltak	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168506	Agnetorp	168501	Tidaholm	Hel	1992-01-01	10	Upphör; till befintlig
168507	Fröjered	149807	Fröjered	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168508	Ottravad	168515	Dimbo-Ottravad	Hel	1992-01-01	10	Upphör; till befintlig
168509	Suntak	149809	Suntak	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168510	Vättak	149810	Vättak	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168511	Kymbo	149811	Kymbo	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168512	Valstad	149812	Valstad	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168513	Hångsdala	149813	Hångsdala	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168514	Östra Gerum	149814	Östra Gerum	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168515	Dimbo	168515	Dimbo-Ottravad	Hel	1992-01-01	16	Utvidgas och namnändras
168515	Dimbo-Ottravad	149815	Dimbo-Ottravad	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168516	Varv	149816	Varv	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168517	Acklinga	149817	Acklinga	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168518	Hömb	149818	Hömb	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168519	Kungslena	149819	Kungslena	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168601	Falköpings stadsförs.	168601	Falköping	Hel	1983-01-01	16	Utvidgas och namnändras
168601	Falköping	149901	Falköping	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168602	Friggeråker	149902	Friggeråker	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168603	Trävattna	149903	Trävattna	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168604	Hällestad	149904	Hällestad	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168605	Floby	149905	Floby	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168606	Sörby	149906	Sörby	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168607	Gökhem	149907	Gökhem	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168608	Ullene	149908	Ullene	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168609	Vilske-Kleva	149909	Vilske-Kleva	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168610	Marka	149910	Marka	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168611	Göteve	149911	Göteve	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168612	Grolanda	149912	Grolanda	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168613	Jäla	149913	Jäla	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168614	Börstig	149914	Börstig	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168615	Brismene	149915	Brismene	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168616	Kinneved	149916	Kinneved	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168617	Vårkumla	149917	Vårkumla	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168618	Luttra	149918	Luttra	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168619	Falköpings landsförs.	168601	Falköping	Hel	1983-01-01	10	Upphör; till befintlig
168620	Karleby	149920	Karleby	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168621	Åsle	149921	Åsle	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168622	Tiarp	149922	Tiarp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168623	Mularp	149923	Mularp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168624	Slöta	149924	Slöta	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168625	Kälvene	149925	Kälvene	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168626	Näs	149926	Näs	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168627	Vartofta-Åsaka	149927	Vartofta-Åsaka	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168628	Yllestad	149928	Yllestad	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168629	Vistorp	149929	Vistorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168630	Skörstorp	149930	Skörstorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168631	Högstena	149931	Högstena	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168632	Dala	149932	Dala	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168633	Borgunda	149933	Borgunda	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168634	Stenstorp	149934	Stenstorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168635	Brunnhem	149935	Brunnhem	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168636	Segerstad	149936	Segerstad	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168637	Södra Kyrketorp	149937	Södra Kyrketorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168638	Valtorp	149938	Valtorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168639	Håkantorp	149939	Håkantorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168640	Torbjörntorp	149940	Torbjörntorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168641	Gudhem	149941	Gudhem	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168642	Östra Tunhem	149942	Östra Tunhem	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168643	Ugglum	149943	Ugglum	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168644	Bjurum	149944	Bjurum	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168645	Sätuna	168647	Broddetorp	Hel	1989-01-01	10	Upphör; till befintlig
168646	Hornborga	168647	Broddetorp	Hel	1989-01-01	10	Upphör; till befintlig
168647	Broddetorp	168647	Broddetorp	Hel	1989-01-01	15	Utvidgas
168647	Broddetorp	149947	Broddetorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
168648	Bolum	168647	Broddetorp	Hel	1989-01-01	10	Upphör; till befintlig
168649	Fivlered	149951	Åsarp	Hel	1998-01-01	10	Upphör; till befintlig
168650	Solberga	149951	Åsarp	Hel	1998-01-01	10	Upphör; till befintlig
168651	Norra Åsarp	168651	Åsarp-Smula	Hel	1992-01-01	16	Utvidgas och namnändras
168651	Åsarp-Smula	149951	Åsarp	Hel	1998-01-01	30	Kod- och namnändrad; ny länstillhörighet
168652	Smula	168651	Åsarp-Smula	Hel	1992-01-01	10	Upphör; till befintlig
170101	Rudskoga	178103	Rudskoga	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
170102	Södra Råda	164303	Södra Råda	Hel	1971-01-01	22	Kodändrad; både ny läns- och kommuntillhörighet
170103	Visnums-Kil	178104	Visnums-Kil	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
170104	Visnum	178105	Visnum	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
170201	Ölme	178106	Ölme	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
170202	Väse	178004	Väse	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
170300	Östra Fågelvik	178003	Östra Fågelvik	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
170401	Bjurtjärn	176002	Bjurtjärn	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
170402	Lungsund	176003	Lungsund	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
170500	Kroppa kbfd	170500	Kroppa	Hel	1960-01-01	40	Namnändrad (ej kodändrad)
170500	Kroppa	170501	Kroppa	Hel	1967-01-01	23	Kodändrad; annat än 20-22
170501	Kroppa	178206	Kroppa	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
170601	Brattfors	178203	Brattfors	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
170602	Färnebo	178201	Filipstad	Hel	1971-01-01	10	Upphör; till befintlig
170603	Nordmark	178204	Nordmark	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
170604	Gåsborn	178205	Gåsborn	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
170700	Rämmen	170701	Rämmen	Hel	1967-01-01	23	Kodändrad; annat än 20-22
170701	Rämmen	178207	Rämmen	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
170801	Norra Finnskoga	173706	Norra Finnskoga	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
170802	Södra Finnskoga	173707	Södra Finnskoga	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
170803	Dalby	173708	Dalby	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
170900	Norra Ny	170901	Norra Ny	Hel	1967-01-01	23	Kodändrad; annat än 20-22
170901	Norra Ny	173709	Norra Ny	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
171000	Ekshärad	171001	Ekshärad	Hel	1967-01-01	23	Kodändrad; annat än 20-22
171001	Ekshärad	178302	Ekshärad	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
171100	Gustav Adolf	171101	Gustav Adolf	Hel	1967-01-01	23	Kodändrad; annat än 20-22
171101	Gustav Adolf	178303	Gustav Adolf	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
171201	Norra Råda	178304	Norra Råda	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
171202	Sunnemo	178305	Sunnemo	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
171301	Älvsbacka	178005	Älvsbacka	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
171302	Nyed	178006	Nyed	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
171303	Alster	178007	Alster	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
171401	Nedre Ullerud	176302	Nedre Ullerud	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
171402	Övre Ullerud	176303	Övre Ullerud	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
171500	Stora Kil	171501	Stora Kil	Hel	1967-01-01	23	Kodändrad; annat än 20-22
171600	Grava	171601	Grava	Hel	1967-01-01	23	Kodändrad; annat än 20-22
171601	Grava	178008	Grava	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
171700	Frykerud	171701	Frykerud	Hel	1967-01-01	23	Kodändrad; annat än 20-22
171701	Frykerud	171502	Frykerud	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
171801	Nor	178009	Nor	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
171802	Segerstad	178010	Segerstad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
171901	Borgvik	176402	Borgvik	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
171902	Ed	176403	Ed	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
172001	Bro	178503	Bro	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172002	Södra Ny	172008	Ny-Huggenäs	Hel	1970-01-01	10	Upphör; till befintlig
172003	Huggenäs	172008	Ny-Huggenäs	Hel	1970-01-01	23	Kodändrad; annat än 20-22
172004	Botilsäter	178504	Botilsäter	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172005	Ölserud	178505	Ölserud	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172006	Millesvik	178506	Millesvik	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172007	Eskilsäter	178507	Eskilsäter	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172008	Ny-Huggenäs	178508	Ny-Huggenäs	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172008	Ny-Huggenäs	172008	Ny-Huggenäs	Hel	1970-01-01	16	Utvidgas och namnändras
172101	Gillberga	178509	Gillberga	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172102	Kila	178510	Kila	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172201	Svanskog	178511	Svanskog	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172202	Långserud	178512	Långserud	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172301	Stavnäs	178403	Stavnäs	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172302	Värmskog	176404	Värmskog	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172303	Högerud	178404	Högerud	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172400	Glava	172401	Glava	Hel	1967-01-01	23	Kodändrad; annat än 20-22
172401	Glava	178405	Glava	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172500	Sillerud	172501	Sillerud	Hel	1967-01-01	23	Kodändrad; annat än 20-22
172501	Sillerud	176502	Sillerud	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172601	Karlanda	176503	Karlanda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172602	Holmedal	176504	Holmedal	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172603	Blomskog	176505	Blomskog	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172604	Trankil	176506	Trankil	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172701	Västra Fågelvik	176507	Västra Fågelvik	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
172702	Töcksmark	176508	Töcksmark	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
172703	Östervallskog	176509	Östervallskog	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
172801	Järnskog	173003	Järnskog	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172802	Skillingmark	173004	Skillingmark	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
172900	Köla	172901	Köla	Hel	1967-01-01	23	Kodändrad; annat än 20-22
172901	Köla	173005	Köla	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
173001	Eda södra kbfd	173001	Eda	Hel	1967-01-01	16	Utvidgas och namnändras
173002	Eda norra kbfd	173001	Eda	Hel	1967-01-01	10	Upphör; till befintlig
173003	Järnskog	173003	Järnskog-Skillingmark	Hel	2010-01-01	16	Utvidgas och namnändras
173004	Skillingmark	173003	Järnskog-Skillingmark	Hel	2010-01-01	10	Upphör; till befintlig
173101	Bogen	178406	Bogen	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
173102	Gunnarskog	178407	Gunnarskog	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
173201	Ny	178408	Ny	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
173202	Älgå	178409	Älgå	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
173301	Mangskog	178410	Mangskog	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
173302	Brunskog	173302	Brunskogs västra kbfd	Hel	1953-01-01	40	Namnändrad (ej kodändrad)
173302	Brunskog	173303	Brunskogs östra kbfd	Del	1953-01-01	12	Ger del till nybildad
173302	Brunskogs västra kbfd	173302	Brunskog	Hel	1962-01-01	16	Utvidgas och namnändras
173302	Brunskog	178411	Brunskog	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
173303	Boda	173304	Boda	Hel	1953-01-01	23	Kodändrad; annat än 20-22
173303	Brunskogs östra kbfd	173302	Brunskog	Hel	1962-01-01	10	Upphör; till befintlig
173304	Boda	171503	Boda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
173400	Gräsmark	173401	Gräsmark	Hel	1967-01-01	23	Kodändrad; annat än 20-22
173401	Gräsmark	176604	Gräsmark	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
173501	Sunne, del	176601	Sunne	Hel	1963-01-01	10	Upphör; till befintlig
173502	Västra Ämtervik	176602	Västra Ämtervik	Hel	1963-01-01	21	Kodändrad; ny kommuntillhörighet
173503	Östra Ämtervik	176603	Östra Ämtervik	Hel	1963-01-01	21	Kodändrad; ny kommuntillhörighet
173600	Lysvik	173601	Lysvik	Hel	1967-01-01	23	Kodändrad; annat än 20-22
173601	Lysvik	176605	Lysvik	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
173704	Nyskoga	173709	Norra Ny-Nyskoga	Hel	2002-01-01	10	Upphör; till befintlig
173706	Norra Finnskoga	173708	Övre Älvdal	Hel	2010-01-01	10	Upphör; till befintlig
173707	Södra Finnskoga	173708	Övre Älvdal	Hel	2010-01-01	10	Upphör; till befintlig
173708	Dalby	173708	Övre Älvdal	Hel	2010-01-01	16	Utvidgas och namnändras
173709	Norra Ny	173709	Norra Ny-Nyskoga	Hel	2002-01-01	16	Utvidgas och namnändras
173709	Norra Ny-Nyskoga	173708	Övre Älvdal	Hel	2010-01-01	10	Upphör; till befintlig
173800	Östmark	173801	Östmark	Hel	1967-01-01	23	Kodändrad; annat än 20-22
173801	Östmark	173705	Östmark	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
173901	Vitsand	173703	Vitsand	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
173902	Nyskoga	173704	Nyskoga	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
176000	Storfors kbfd	176000	Storfors	Hel	1960-01-01	40	Namnändrad (ej kodändrad)
176000	Storfors	176001	Storfors	Hel	1967-01-01	23	Kodändrad; annat än 20-22
176001	Storfors	176001	Storfors	Hel	2010-01-01	15	Utvidgas
176002	Bjurtjärn	176001	Storfors	Hel	2010-01-01	10	Upphör; till befintlig
176003	Lungsund	176001	Storfors	Hel	2010-01-01	10	Upphör; till befintlig
176100	Hammarö	176101	Hammarö	Hel	1967-01-01	23	Kodändrad; annat än 20-22
176100	Hammarö	176100	Hammarö	Hel	1958-01-01	16	Utvidgas och namnändras
176101	Hammarö kbfd	176100	Hammarö	Hel	1958-01-01	23	Kodändrad; annat än 20-22
176102	Skoghalls kbfd	176100	Hammarö	Hel	1958-01-01	10	Upphör; till befintlig
176201	Ransäter	176202	Munkfors-Ransäter	Hel	2010-01-01	10	Upphör; till befintlig
176202	Munkfors	176202	Munkfors-Ransäter	Hel	2010-01-01	16	Utvidgas och namnändras
176202	Munkfors-Ransäter	176202	Forshaga-Munkfors, del	Hel	2013-01-01	40	Namnändrad (ej kodändrad)
176300	Forshaga	176301	Forshaga	Hel	1967-01-01	23	Kodändrad; annat än 20-22
176301	Forshaga	176301	Forshaga-Munkfors, del	Hel	2013-01-01	16	Utvidgas och namnändras
176302	Nedre Ullerud	176302	Ullerud	Hel	2006-01-01	16	Utvidgas och namnändras
176302	Ullerud	176301	Forshaga-Munkfors, del	Hel	2013-01-01	10	Upphör; till befintlig
176303	Övre Ullerud	176302	Ullerud	Hel	2006-01-01	10	Upphör; till befintlig
176400	Grums	176401	Grums	Hel	1967-01-01	23	Kodändrad; annat än 20-22
176402	Borgvik	176403	Ed-Borgvik	Hel	2010-01-01	10	Upphör; till befintlig
176403	Ed	176403	Ed-Borgvik	Hel	2010-01-01	16	Utvidgas och namnändras
176500	Silbodal	176501	Silbodal	Hel	1967-01-01	23	Kodändrad; annat än 20-22
176503	Karlanda	176503	Holmedal-Karlanda	Hel	2006-01-01	16	Utvidgas och namnändras
176504	Holmedal	176503	Holmedal-Karlanda	Hel	2006-01-01	10	Upphör; till befintlig
176600	Sunne, del	176601	Sunne	Hel	1963-01-01	23	Kodändrad; annat än 20-22
176601	Sunne	176601	Sunne	Hel	1963-01-01	16	Utvidgas och namnändras
178000	Karlstad	178001	Karlstads domkyrkoförs.	Hel	1962-01-01	33	Kod- och namnändrad; annat än 30-32
178001	Karlstads domkyrkoförs.	178002	Norrstrand	Del	1962-01-01	12	Ger del till nybildad
178001	Karlstads domkyrkoförs.	178011	Västerstrand	Del	1992-01-01	12	Ger del till nybildad
178003	Östra Fågelvik	178003	Väse-Fågelvik	Hel	2006-01-01	16	Utvidgas och namnändras
178004	Väse	178003	Väse-Fågelvik	Hel	2006-01-01	10	Upphör; till befintlig
178005	Älvsbacka	178006	Alster-Nyedsbygden	Hel	2006-01-01	10	Upphör; till befintlig
178006	Nyed	178006	Alster-Nyedsbygden	Hel	2006-01-01	16	Utvidgas och namnändras
178007	Alster	178006	Alster-Nyedsbygden	Hel	2006-01-01	10	Upphör; till befintlig
178009	Nor	178009	Nor-Segerstad	Hel	2006-01-01	16	Utvidgas och namnändras
178010	Segerstad	178009	Nor-Segerstad	Hel	2006-01-01	10	Upphör; till befintlig
178100	Kristinehamn	178101	Kristinehamn	Hel	1967-01-01	23	Kodändrad; annat än 20-22
178100	Kristinehamn	178100	Kristinehamn	Hel	1960-01-01	15	Utvidgas
178101	Kristinehamn	178100	Kristinehamn	Hel	1960-01-01	23	Kodändrad; annat än 20-22
178102	Varnum	178100	Kristinehamn	Hel	1960-01-01	10	Upphör; till befintlig
178200	Filipstad	178201	Filipstad	Hel	1967-01-01	23	Kodändrad; annat än 20-22
178201	Filipstad	178201	Filipstad	Hel	1971-01-01	15	Utvidgas
178201	Filipstad	178201	Filipstad	Hel	2010-01-01	15	Utvidgas
178203	Brattfors	178201	Filipstad	Hel	2010-01-01	10	Upphör; till befintlig
178204	Nordmark	178201	Filipstad	Hel	2010-01-01	10	Upphör; till befintlig
178205	Gåsborn	178201	Filipstad	Hel	2010-01-01	10	Upphör; till befintlig
178206	Kroppa	178201	Filipstad	Hel	2010-01-01	10	Upphör; till befintlig
178207	Rämmen	178201	Filipstad	Hel	2010-01-01	10	Upphör; till befintlig
178300	Hagfors	178301	Hagfors	Hel	1967-01-01	23	Kodändrad; annat än 20-22
178301	Hagfors	178301	Hagfors-Gustav Adolf	Hel	2006-01-01	16	Utvidgas och namnändras
178303	Gustav Adolf	178301	Hagfors-Gustav Adolf	Hel	2006-01-01	10	Upphör; till befintlig
178304	Norra Råda	178304	Norra Råda-Sunnemo	Hel	2010-01-01	16	Utvidgas och namnändras
178305	Sunnemo	178304	Norra Råda-Sunnemo	Hel	2010-01-01	10	Upphör; till befintlig
178403	Stavnäs	178403	Stavnäs-Högerud	Hel	2006-01-01	16	Utvidgas och namnändras
178404	Högerud	178403	Stavnäs-Högerud	Hel	2006-01-01	10	Upphör; till befintlig
178406	Bogen	178407	Gunnarskog	Hel	2010-01-01	10	Upphör; till befintlig
178407	Gunnarskog	178407	Gunnarskog	Hel	2010-01-01	15	Utvidgas
178504	Botilsäter	178504	Södra Värmlandsnäs	Hel	2010-01-01	16	Utvidgas och namnändras
178505	Ölserud	178504	Södra Värmlandsnäs	Hel	2010-01-01	10	Upphör; till befintlig
178506	Millesvik	178504	Södra Värmlandsnäs	Hel	2010-01-01	10	Upphör; till befintlig
178507	Eskilsäter	178504	Södra Värmlandsnäs	Hel	2010-01-01	10	Upphör; till befintlig
180101	Mosjö	188005	Mosjö	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
180102	Täby	188006	Täby	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
180201	Vintrosa	188007	Vintrosa	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
180202	Tysslinge	188008	Tysslinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
180203	Gräve	188009	Gräve	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
180301	Kil	188010	Kil	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
180302	Ervalla	188011	Ervalla	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
180303	Axberg	188012	Axberg	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
180304	Hovsta	188013	Hovsta	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
180401	Rinkaby	188026	Rinkaby	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
180402	Glanshammar	188027	Glanshammar	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
180403	Ödeby	188028	Ödeby	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
180404	Lillkyrka	188029	Lillkyrka	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
180405	Götlunda	198404	Götlunda	Hel	1974-01-01	22	Kodändrad; både ny läns- och kommuntillhörighet
180501	Lännäs	188014	Lännäs	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
180502	Asker	188015	Asker	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
180601	Stora Mellösa	188016	Stora Mellösa	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
180602	Norrbyås	188017	Norrbyås	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
